annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,co2_ppm,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,production_t
2002,Sud-Ouest,ananas,saison_sèche,22.47,2669.27,93.16,19.88,2.21,380.89,46.21,31.04,ferrallitique,5.72,1.6,99.34,29.91,232.49,non_irriguée,traditionnelle,231.6,3.86,11.81,45.59
2011,Adamaoua,soja,grande_saison_pluies,23.01,1442.0,62.07,20.55,4.08,403.79,40.79,53.23,brun_eutrophe,6.17,1.58,29.52,30.43,89.13,goutte-à-goutte,conventionnelle,912.6,2.78,0.95,2.64
2012,Sud-Ouest,bananier,saison_sèche,27.55,3346.48,89.17,15.66,5.47,406.07,54.99,60.95,ferrallitique,6.28,2.65,128.82,87.47,243.58,goutte-à-goutte,conventionnelle,67.0,4.65,15.53,72.21
2001,Nord,arachide,petite_saison_pluies,30.56,744.95,56.32,20.87,6.26,379.81,79.5,33.58,vertisol,5.94,2.26,17.28,36.06,56.91,gravitaire,traditionnelle,313.2,0.43,0.79,0.34
2016,Ouest,haricot,grande_saison_pluies,17.97,1576.55,79.36,25.06,5.78,408.92,73.89,47.06,limoneux,6.97,5.4,27.07,28.79,59.42,gravitaire,intégrée,1612.4,3.06,0.39,1.19
2014,Nord,coton,saison_sèche,33.27,1102.08,51.64,19.22,3.81,415.56,73.59,52.98,sableux,5.27,1.64,73.47,56.45,39.99,aspersion,conventionnelle,236.2,2.99,0.53,1.58
2017,Ouest,maïs,saison_sèche,19.55,2031.68,65.1,18.93,4.94,418.71,96.26,61.59,ferrallitique_rouge,5.75,3.41,67.97,30.05,35.55,pluviale,conventionnelle,1500.4,0.6,1.15,0.69
2023,Extrême-Nord,sorgho,grande_saison_pluies,40.73,611.93,59.84,18.9,4.48,435.53,59.34,24.95,vertisol,6.33,4.55,38.41,31.41,57.67,aspersion,conventionnelle,142.7,0.1,1.88,0.19
2014,Est,maïs,petite_saison_sèche,24.96,1472.82,72.66,13.2,4.44,413.24,52.84,54.85,alluvial,6.35,5.2,99.7,56.77,114.22,pluviale,conventionnelle,709.5,0.1,1.32,0.13
2008,Sud-Ouest,cacaotier,petite_saison_sèche,25.92,3097.61,82.96,14.25,4.07,403.79,82.0,41.25,alluvial,6.36,2.62,100.06,53.82,60.51,gravitaire,conventionnelle,144.0,2.43,0.33,0.8
2024,Nord-Ouest,haricot,petite_saison_sèche,13.46,1673.96,77.71,15.66,3.67,435.97,60.46,54.15,limon-argileux,5.75,4.64,18.32,31.99,35.68,gravitaire,intégrée,1554.4,3.46,0.74,2.56
2018,Ouest,café_arabica,petite_saison_pluies,20.21,2095.27,78.66,8,3.91,418.72,65.16,35.09,ferrallitique_rouge,6.16,3.28,97.17,25.86,96.17,gravitaire,biologique,1780.7,1.74,1.05,1.83
2008,Sud-Ouest,bananier,petite_saison_sèche,28.1,2784.75,86.78,25.56,3.62,401.76,53.15,36.33,alluvial,5.47,1.57,216.17,97.07,377.1,aspersion,traditionnelle,240.8,3.15,15.84,49.9
2024,Adamaoua,haricot,petite_saison_sèche,22.49,1227.96,65.68,20.01,5.83,436.94,79.58,47.25,brun_eutrophe,6.01,1.84,20.96,46.19,44.64,aspersion,intégrée,1163.2,4.71,0.66,3.11
2014,Extrême-Nord,coton,petite_saison_pluies,30.5,760.92,39.03,14.43,6.07,412.11,46.11,42.52,sableux,6.13,3.3,68.57,47.22,90.29,aspersion,biologique,193.4,2.69,0.7,1.88
2018,Nord-Ouest,maïs,grande_saison_pluies,12.68,1339.86,52.81,26.71,4.97,419.03,53.54,21.37,limon-argileux,4.95,2.84,109.15,58.93,72.37,aspersion,traditionnelle,1905.8,2.84,0.19,0.54
2019,Est,bananier,petite_saison_sèche,24.92,1283.4,86.85,16.83,5.04,423.1,68.11,31.54,alluvial,5.7,2.32,148.42,60.59,188.75,gravitaire,traditionnelle,494.7,3.49,28.58,99.74
2006,Est,cacaotier,petite_saison_sèche,23.83,1407.98,82.92,12.8,4.49,395.97,68.31,34.35,ferrallitique,5.92,2.89,71.58,40.89,131.7,aspersion,biologique,801.7,1.16,0.44,0.51
2003,Sud-Ouest,bananier,petite_saison_sèche,22.43,2532.66,87.88,14.72,3.58,382.72,74.06,38.36,volcanique,5.57,2.34,195.71,62.0,299.7,gravitaire,conventionnelle,199.5,3.69,10.54,38.89
2012,Ouest,oignon,petite_saison_pluies,27.35,1621.04,71.23,15.22,5.01,407.61,54.8,40.74,andosolique,6.32,1.18,90.04,45.72,119.0,non_irriguée,biologique,1331.1,0.1,2.31,0.23
2016,Littoral,palmier_à_huile,saison_sèche,26.26,2692.16,76.76,16.95,3.84,419.27,63.73,53.12,alluvial,5.11,0.41,75.52,43.17,167.24,goutte-à-goutte,conventionnelle,0,1.38,12.7,17.53
2018,Centre,tomate,saison_sèche,23.2,1606.39,94.83,14.64,5.62,417.17,75.57,21.36,hydromorphe,6.26,3.85,115.88,72.04,214.02,non_irriguée,biologique,619.8,1.09,4.36,4.75
2015,Est,palmier_à_huile,grande_saison_pluies,25.95,1806.65,68.33,22.4,7.13,410.09,73.84,49.46,hydromorphe,5.62,3.58,116.97,38.45,149.07,aspersion,intégrée,917.1,0.93,17.83,16.58
2008,Adamaoua,haricot,grande_saison_pluies,21.92,1330.44,50.09,17.86,5.3,390.3,65.71,16.49,ferrallitique_lessivé,5.49,1.51,9.27,43.78,73.43,non_irriguée,biologique,1261.8,5.21,0.72,3.75
2015,Centre,ananas,petite_saison_pluies,23.15,1729.78,83.56,14.31,4.9,416.97,88.35,38.06,alluvial,5.34,0.93,96.75,26.8,208.34,gravitaire,conventionnelle,544.3,3.56,15.28,54.4
2000,Nord-Ouest,maïs,petite_saison_pluies,12.4,1590.81,72.94,21.16,3.32,381.23,43.38,29.72,ferrallitique_rouge,6.38,3.6,84.25,43.88,74.95,pluviale,intégrée,2593.2,3.6,0.11,0.4
2010,Nord,tomate,saison_sèche,26.16,692.75,44.03,26.71,3.35,398.13,56.3,32.13,vertisol,5.85,2.21,142.0,79.85,210.82,pluviale,conventionnelle,318.0,5.06,9.74,49.28
2019,Nord-Ouest,maïs,petite_saison_pluies,21.98,1641.64,63.4,19.18,5.38,429.72,82.94,40.73,andosolique,6.51,4.02,132.39,45.7,67.66,non_irriguée,améliorée,2249.6,6.09,1.2,7.31
2007,Est,riz,petite_saison_sèche,27.49,1577.97,80.05,13.91,5.09,391.78,45.66,26.03,alluvial,5.38,2.15,95.05,61.24,89.58,goutte-à-goutte,biologique,632.5,0.1,2.56,0.26
2013,Nord,sorgho,petite_saison_pluies,35.45,910.5,40.22,22.06,5.41,408.51,50.18,36.05,sableux,6.01,3.55,67.85,42.07,50.81,goutte-à-goutte,conventionnelle,412.6,1.64,1.09,1.79
2015,Est,bananier,grande_saison_pluies,26.83,1457.81,79.39,20.5,4.59,423.34,34.3,23.45,ferrallitique,6.05,3.77,198.45,30.12,301.6,gravitaire,intégrée,685.8,0.87,12.35,10.74
2008,Ouest,oignon,petite_saison_sèche,25.56,2075.03,65.99,18.85,4.0,399.35,63.67,42.71,andosolique,6.6,2.05,66.86,33.24,98.44,aspersion,traditionnelle,1592.0,0.1,3.0,0.3
2009,Nord,tomate,petite_saison_pluies,33.23,891.99,60.02,17.2,4.36,399.59,86.47,46.4,brun_subaride,6.69,5.04,104.85,66.37,145.61,pluviale,intégrée,363.2,3.15,5.68,17.89
2023,Littoral,cacaotier,petite_saison_sèche,30.2,2605.3,83.25,14.89,5.59,432.95,47.0,12.22,alluvial,5.87,2.77,21.36,20.19,141.97,goutte-à-goutte,améliorée,80.3,4.16,0.35,1.46
2003,Ouest,oignon,grande_saison_pluies,19.84,1680.77,79.37,19.31,3.26,383.62,22.28,39.44,limoneux,7.2,3.23,92.4,56.08,113.6,aspersion,biologique,1848.0,1.17,1.45,1.7
2024,Extrême-Nord,mil,saison_sèche,30.08,456.64,25.85,16.18,6.33,430.4,40.48,39.4,vertisol,5.68,3.7,26.23,19.13,46.35,non_irriguée,améliorée,374.6,2.03,1.01,2.05
2005,Extrême-Nord,oignon,petite_saison_pluies,37.38,537.07,32.42,16.19,6.03,393.34,23.23,57.64,vertisol,6.4,2.26,110.73,57.2,99.46,gravitaire,conventionnelle,227.2,0.1,2.94,0.29
2014,Sud-Ouest,thé,petite_saison_sèche,25.37,3059.45,97.25,14.12,5.48,405.05,73.16,46.06,ferrallitique,5.33,1.98,122.58,46.19,99.93,gravitaire,biologique,264.6,4.66,1.09,5.08
2021,Centre,palmier_à_huile,petite_saison_pluies,21.37,1810.36,82.43,20.34,3.06,426.95,47.77,51.65,hydromorphe,5.83,2.09,67.69,60.21,154.44,non_irriguée,améliorée,622.2,0.1,22.93,2.29
2016,Sud,cacao,grande_saison_pluies,23.73,2252.97,85.7,12.66,5.27,416.63,38.41,30.67,sableux_forestier,5.9,3.21,103.44,35.39,165.2,gravitaire,conventionnelle,765.6,0.1,0.66,0.07
2004,Est,maïs,petite_saison_sèche,21.65,1708.37,81.69,24.89,4.54,386.86,48.29,48.26,ferrallitique,6.27,4.5,100.78,43.59,88.91,non_irriguée,intégrée,538.8,2.1,1.87,3.93
2014,Sud-Ouest,poivre,petite_saison_sèche,21.11,3372.25,84.92,13.63,4.21,415.89,57.18,13.21,alluvial,5.57,2.72,45.32,20.67,87.47,goutte-à-goutte,conventionnelle,0,1.55,0.38,0.59
2022,Littoral,macabo,petite_saison_pluies,24.06,2155.59,91.18,15.54,2.58,436.97,71.91,22.93,alluvial,6.2,3.84,61.22,36.16,85.51,goutte-à-goutte,intégrée,135.7,1.47,3.72,5.47
2017,Sud,ananas,grande_saison_pluies,22.05,1573.52,92.74,10.95,5.63,417.46,21.42,47.3,sableux_forestier,5.8,4.38,88.09,47.13,181.58,goutte-à-goutte,conventionnelle,805.8,4.39,26.69,117.17
2005,Nord-Ouest,pomme_de_terre,grande_saison_pluies,19.95,2109.56,77.19,18.95,2.8,392.16,72.24,54.96,limon-argileux,5.71,3.35,106.29,47.43,237.39,non_irriguée,traditionnelle,1777.2,1.25,1.5,1.88
2001,Ouest,haricot,grande_saison_pluies,18.8,1634.1,70.75,16.7,2.61,383.63,54.58,29.87,andosolique,5.98,3.42,32.84,39.44,61.16,gravitaire,traditionnelle,1785.8,3.14,0.44,1.38
2019,Nord,tomate,petite_saison_pluies,34.99,852.77,34.19,18.84,5.13,423.68,49.38,49.86,vertisol,5.76,2.01,89.01,48.36,148.19,goutte-à-goutte,conventionnelle,335.2,2.4,10.41,24.98
2013,Sud,café_robusta,petite_saison_pluies,26.5,1648.21,84.87,15.99,3.9,407.52,84.82,28.44,hydromorphe,5.87,3.15,79.34,27.57,100.49,non_irriguée,biologique,641.6,2.92,0.52,1.52
2006,Littoral,cacaotier,petite_saison_pluies,26.75,2404.66,84.54,23.81,4.08,390.67,53.49,51.95,ferrallitique,5.11,0.88,84.25,25.22,155.79,non_irriguée,conventionnelle,0,2.99,0.24,0.72
2004,Littoral,ananas,petite_saison_pluies,23.01,1959.13,93.74,16.57,5.03,394.78,18.37,22.61,ferrallitique,5.8,2.88,72.06,35.06,264.85,goutte-à-goutte,conventionnelle,63.7,4.34,9.89,42.92
2004,Extrême-Nord,oignon,petite_saison_sèche,34.07,361.2,25.34,21.6,4.99,390.88,66.86,33.01,vertisol,6.61,3.59,99.08,52.79,121.02,pluviale,conventionnelle,377.5,0.1,3.18,0.32
2011,Centre,ananas,petite_saison_pluies,24.42,1807.96,69.94,9.45,5.63,404.18,47.34,40.86,ferrallitique,5.42,4.23,79.32,40.56,207.29,pluviale,intégrée,908.0,3.81,22.79,86.83
2023,Sud,manioc,grande_saison_pluies,26.99,1446.34,81.01,25.7,3.87,433.27,46.46,29.7,ferrallitique,5.57,2.83,48.27,40.92,110.28,gravitaire,intégrée,451.2,1.63,9.36,15.26
2008,Nord-Ouest,riz,petite_saison_sèche,8,1902.41,72.61,21.09,1.71,398.74,85.58,32.47,andosolique,7.19,2.32,78.34,67.51,105.65,non_irriguée,conventionnelle,2036.2,1.0,0.24,0.24
2002,Ouest,haricot,petite_saison_sèche,19.74,1718.69,76.01,14.27,3.56,384.26,74.6,29.78,limoneux,6.16,4.68,23.74,45.63,52.04,gravitaire,intégrée,1166.6,6.21,0.68,4.22
2010,Nord-Ouest,tomate,petite_saison_pluies,21.31,1707.13,60.7,15.98,4.13,403.26,59.98,39.55,ferrallitique_rouge,6.09,3.61,110.24,75.36,220.87,gravitaire,traditionnelle,2389.5,2.46,9.85,24.23
2013,Est,manioc,grande_saison_pluies,20.82,1390.0,85.61,19.55,5.07,412.15,71.84,45.7,alluvial,6.14,4.39,28.58,40.34,87.2,gravitaire,traditionnelle,575.2,1.39,10.81,15.03
2017,Centre,tomate,petite_saison_sèche,29.86,1830.27,85.67,20.85,2.56,417.71,9.9,42.67,hydromorphe,6.19,3.46,164.78,46.61,216.28,aspersion,intégrée,1011.5,3.09,4.78,14.77
2009,Extrême-Nord,niébé,petite_saison_sèche,39.23,918.69,44.96,24.67,3.99,399.93,30.43,37.12,sableux,5.42,1.61,15.79,33.68,34.26,non_irriguée,conventionnelle,169.3,3.09,0.47,1.45
2019,Littoral,palmier_à_huile,petite_saison_pluies,25.85,2260.43,77.99,23.55,4.89,423.76,61.87,51.75,alluvial,7.01,2.05,55.39,60.31,175.02,goutte-à-goutte,traditionnelle,70.1,3.87,10.23,39.59
2008,Nord-Ouest,pomme_de_terre,grande_saison_pluies,21.68,1857.29,75.43,13.59,3.36,408.65,64.73,27.92,limon-argileux,5.62,3.29,170.88,64.8,219.98,gravitaire,conventionnelle,2174.5,4.66,8.16,38.03
2013,Littoral,macabo,saison_sèche,28.32,2149.11,90.5,19.22,5.44,410.51,42.26,29.82,ferrallitique,6.0,4.19,55.59,22.93,88.22,non_irriguée,biologique,79.5,1.93,8.95,17.27
2018,Nord-Ouest,maïs,saison_sèche,22.93,1665.18,53.34,16.43,3.89,420.26,59.89,37.56,ferrallitique_rouge,5.87,3.35,63.04,63.74,127.42,gravitaire,intégrée,2208.7,0.11,2.02,0.22
2011,Extrême-Nord,sorgho,saison_sèche,33.48,582.08,31.81,23.17,4.75,410.48,50.07,32.9,sableux,6.23,2.77,48.23,38.81,47.59,gravitaire,traditionnelle,241.0,0.72,1.58,1.14
2018,Centre,maïs,grande_saison_pluies,19.0,1929.04,83.2,14.81,5.46,421.26,41.34,30.24,ferrallitique,5.57,3.51,124.32,64.99,63.92,gravitaire,intégrée,900.6,0.52,1.11,0.58
2018,Sud,bananier,grande_saison_pluies,24.91,1509.97,92.07,16.1,4.05,422.79,54.31,33.23,ferrallitique,6.87,3.55,187.6,42.33,351.75,pluviale,traditionnelle,714.0,2.93,17.77,52.07
2014,Sud,bananier,petite_saison_pluies,27.6,1696.9,84.78,27.44,5.79,414.73,94.66,28.11,ferrallitique,5.77,3.66,229.27,75.68,296.04,aspersion,biologique,676.0,2.87,21.57,61.91
2021,Sud,palmier_à_huile,grande_saison_pluies,22.26,1879.47,85.16,16.59,4.13,433.59,66.2,53.2,hydromorphe,4.89,3.31,115.39,54.98,129.15,non_irriguée,intégrée,577.7,2.12,13.79,29.23
2016,Nord,coton,grande_saison_pluies,28.64,869.38,49.61,19.26,4.25,414.4,59.21,16.46,vertisol,6.81,1.72,94.24,22.51,39.98,gravitaire,conventionnelle,446.7,1.72,1.05,1.81
2017,Centre,ananas,petite_saison_sèche,25.72,1205.8,83.3,16.76,4.69,423.69,34.98,38.04,alluvial,5.62,6.2,71.79,13.77,244.0,aspersion,améliorée,664.7,3.24,25.58,82.88
2010,Sud-Ouest,thé,petite_saison_sèche,29.53,3165.09,87.38,17.83,5.75,400.28,61.93,12.27,alluvial,4.66,2.79,112.27,32.65,76.09,non_irriguée,intégrée,139.0,3.22,0.72,2.32
2009,Sud-Ouest,thé,petite_saison_sèche,25.48,3114.94,88.95,13.31,3.82,398.72,34.85,52.15,volcanique,4.84,5.38,135.11,37.33,91.39,aspersion,intégrée,396.2,0.1,1.14,0.11
2010,Est,palmier_à_huile,saison_sèche,28.96,1262.94,79.16,15.68,5.4,406.26,53.67,39.6,ferrallitique,6.32,4.18,117.39,47.23,167.66,non_irriguée,intégrée,673.4,4.7,13.59,63.87
2021,Adamaoua,pomme_de_terre,grande_saison_pluies,26.47,1400.92,77.46,15.94,4.98,429.18,57.72,46.7,limoneux,4.83,2.89,137.81,70.81,201.21,goutte-à-goutte,conventionnelle,1300.7,1.15,4.66,5.36
2013,Centre,manioc,grande_saison_pluies,24.74,1492.99,94.42,15.21,4.15,403.62,92.91,59.02,ferrallitique,6.38,4.53,53.38,5,102.28,non_irriguée,intégrée,525.9,0.4,11.61,4.64
2023,Est,riz,petite_saison_pluies,20.91,1106.1,74.49,19.32,3.36,431.82,74.86,57.98,ferrallitique,6.22,2.5,58.31,45.54,87.35,goutte-à-goutte,traditionnelle,758.6,0.1,1.47,0.15
2020,Ouest,maïs,petite_saison_sèche,19.13,1415.8,77.06,11.67,4.52,425.97,26.36,7.95,limoneux,6.35,1.66,112.25,62.48,60.35,non_irriguée,biologique,1526.9,0.1,1.45,0.14
2016,Centre,cacaotier,petite_saison_sèche,25.16,1634.75,78.69,21.37,3.59,414.11,14.21,33.22,alluvial,5.86,1.98,93.82,29.71,95.94,aspersion,traditionnelle,926.5,2.89,0.52,1.5
2022,Sud,manioc,grande_saison_pluies,28.02,1484.28,83.99,14.77,4.41,434.2,42.45,27.65,hydromorphe,6.78,3.28,58.49,38.77,78.08,pluviale,biologique,781.7,2.64,10.35,27.32
2005,Est,cacaotier,saison_sèche,25.8,1294.02,73.16,19.29,3.97,392.8,58.62,26.79,ferrallitique,6.05,3.04,96.27,39.66,138.58,non_irriguée,améliorée,847.8,5.09,0.38,1.93
2003,Centre,bananier,petite_saison_pluies,20.13,1500.85,71.56,22.33,5.0,379.91,58.16,53.49,ferrallitique,6.88,5.06,137.88,44.01,359.01,pluviale,intégrée,598.5,1.89,18.91,35.74
2007,Littoral,cacaotier,petite_saison_pluies,21.1,2497.1,82.4,11.44,5.0,396.18,62.69,39.2,ferrallitique,6.15,2.14,99.49,13.92,127.67,non_irriguée,conventionnelle,85.1,3.41,0.26,0.89
2006,Littoral,bananier,saison_sèche,25.43,2578.85,90.5,14.83,5.36,396.53,26.67,44.21,ferrallitique,6.08,0.69,190.9,85.22,279.01,aspersion,intégrée,62.3,0.34,14.07,4.78
2012,Nord-Ouest,haricot,petite_saison_pluies,11.01,1631.6,67.15,18.8,2.13,410.06,75.86,50.3,andosolique,5.35,2.83,10.02,29.27,67.17,aspersion,traditionnelle,2240.1,2.04,0.56,1.14
2000,Nord,mil,saison_sèche,32.1,1095.05,38.41,21.89,5.19,380.92,42.66,0,sableux,5.97,2.63,26.07,14.77,30.32,pluviale,biologique,510.9,4.59,1.1,5.05
2002,Est,bananier,petite_saison_sèche,25.53,1534.61,76.96,20.97,5.19,385.15,63.83,43.36,alluvial,6.32,3.26,300.43,47.06,292.81,non_irriguée,biologique,528.6,6.74,29.99,202.13
2012,Littoral,cacaotier,petite_saison_pluies,25.9,2346.7,80.33,20.88,4.4,412.27,67.87,21.0,sableux_côtier,6.4,1.69,120.02,17.88,46.16,pluviale,conventionnelle,24.1,3.23,0.61,1.97
2014,Sud-Ouest,cacaotier,petite_saison_pluies,24.51,2679.9,84.89,20.5,4.88,413.95,53.59,58.14,ferrallitique,6.02,3.07,67.23,25.99,148.5,aspersion,améliorée,0,4.93,0.53,2.61
2004,Nord,mil,petite_saison_sèche,26.41,574.86,47.59,21.74,4.46,386.08,55.24,8.14,sableux,5.6,3.78,40.9,19.94,56.95,goutte-à-goutte,biologique,286.3,1.82,0.44,0.8
2015,Sud-Ouest,bananier,petite_saison_sèche,24.98,2844.49,95.97,14.43,3.41,414.08,100,44.62,ferrallitique,6.25,2.38,161.39,68.75,341.41,non_irriguée,traditionnelle,20.3,2.66,17.16,45.65
2008,Centre,maïs,petite_saison_pluies,27.53,1654.48,87.91,26.3,4.22,398.81,55.58,38.09,hydromorphe,5.14,3.6,124.05,43.02,64.91,goutte-à-goutte,biologique,624.3,4.33,1.65,7.14
2024,Centre,maïs,grande_saison_pluies,26.38,1379.21,89.33,20.28,5.22,430.31,20.67,16.91,ferrallitique,5.81,3.55,122.41,66.92,102.23,aspersion,biologique,799.6,4.51,1.25,5.64
2009,Ouest,café_arabica,petite_saison_sèche,21.65,2124.56,68.06,11.34,5.02,403.18,39.52,24.78,ferrallitique_rouge,5.4,4.23,69.65,44.28,78.8,gravitaire,intégrée,1933.9,0.5,0.64,0.32
2022,Ouest,pomme_de_terre,petite_saison_pluies,19.47,1777.54,72.98,24.83,4.39,430.56,35.12,35.67,limoneux,5.71,4.36,130.01,102.84,193.92,aspersion,intégrée,1715.9,0.1,4.48,0.45
2015,Extrême-Nord,coton,petite_saison_sèche,28.29,578.51,41.74,17.96,5.45,421.31,65.99,34.96,sableux,7.0,3.43,48.83,35.29,59.61,goutte-à-goutte,conventionnelle,196.5,0.1,1.06,0.11
2011,Adamaoua,haricot,grande_saison_pluies,16.58,1374.35,49.59,20.5,2.97,400.94,46.46,22.62,limoneux,6.04,2.45,17.55,20.61,63.05,non_irriguée,intégrée,825.2,1.09,0.38,0.41
2013,Adamaoua,haricot,grande_saison_pluies,18.15,1305.77,59.61,14.91,3.56,413.14,68.23,41.08,limoneux,6.66,4.17,5.79,28.73,95.53,goutte-à-goutte,traditionnelle,1206.1,0.15,0.49,0.07
2005,Ouest,pomme_de_terre,petite_saison_pluies,22.19,1791.36,92.18,19.59,3.44,396.88,53.29,20.79,andosolique,6.04,3.0,119.66,91.02,165.34,non_irriguée,biologique,1861.2,3.13,5.69,17.81
2008,Littoral,maïs,grande_saison_pluies,24.74,2626.44,84.51,19.16,4.14,402.73,16.42,20.54,ferrallitique,6.23,4.07,71.77,45.09,59.53,goutte-à-goutte,traditionnelle,29.4,0.17,0.59,0.1
2000,Sud-Ouest,bananier,saison_sèche,24.07,2582.82,90.13,17.29,4.18,379.28,29.78,32.8,alluvial,5.89,3.23,167.52,57.27,339.78,non_irriguée,améliorée,136.7,3.13,16.09,50.36
2009,Ouest,tomate,petite_saison_pluies,23.72,1450.25,79.31,10.82,4.0,397.89,61.13,19.56,andosolique,6.31,4.44,127.41,32.29,196.12,non_irriguée,conventionnelle,1395.0,4.9,7.08,34.69
2010,Centre,ananas,petite_saison_pluies,32.41,1926.15,76.42,16.55,5.52,407.44,33.23,38.41,ferrallitique,5.72,3.48,64.84,23.55,157.03,non_irriguée,conventionnelle,546.4,7.18,11.85,85.08
2023,Sud,manioc,grande_saison_pluies,22.57,1449.28,86.53,15.22,4.03,431.37,36.66,40.81,hydromorphe,5.99,2.27,65.28,5.93,102.84,pluviale,conventionnelle,380.6,5.31,11.28,59.9
2007,Nord-Ouest,riz,saison_sèche,18.9,1891.29,90.93,23.04,1.98,396.67,60.76,50.8,ferrallitique_rouge,5.7,1.88,113.4,47.3,131.3,gravitaire,conventionnelle,2048.3,2.11,0.63,1.33
2017,Centre,ananas,petite_saison_pluies,28.24,1182.38,84.85,16.57,4.3,422.65,87.41,30.72,ferrallitique,5.15,1.53,80.92,52.06,210.11,pluviale,biologique,903.4,1.66,20.96,34.79
2019,Est,palmier_à_huile,saison_sèche,26.59,1603.37,93.84,16.5,4.64,424.77,68.8,21.23,ferrallitique,5.18,3.23,95.89,46.18,182.34,pluviale,biologique,791.2,1.37,13.44,18.41
2009,Extrême-Nord,oignon,petite_saison_sèche,36.62,610.67,38.35,14.63,4.17,395.13,44.17,57.7,sableux,6.33,5.16,75.32,56.95,159.6,pluviale,biologique,349.9,1.31,1.54,2.02
2021,Nord,sorgho,petite_saison_sèche,34.36,519.54,33.19,21.44,6.6,425.7,35.68,14.47,vertisol,5.96,2.62,62.06,39.34,57.83,pluviale,intégrée,484.2,5.03,1.45,7.29
2008,Littoral,macabo,grande_saison_pluies,23.06,2441.91,94.58,25.47,4.71,392.35,100,43.79,sableux_côtier,5.38,1.65,71.9,28.76,110.75,goutte-à-goutte,intégrée,48.8,3.52,3.2,11.26
2012,Sud-Ouest,cacaotier,saison_sèche,25.02,3303.26,90.92,18.36,4.51,409.4,42.8,50.9,alluvial,5.65,3.86,127.91,20.14,122.72,aspersion,biologique,277.9,1.66,0.5,0.83
2013,Est,cacaotier,saison_sèche,23.16,1327.58,77.49,20.93,4.2,408.52,56.68,61.19,hydromorphe,6.26,2.49,103.64,42.84,107.42,gravitaire,traditionnelle,503.3,2.19,0.38,0.83
2007,Nord-Ouest,pomme_de_terre,petite_saison_pluies,12.12,1637.79,50.3,14.9,4.47,403.78,55.29,41.03,andosolique,5.75,4.31,107.88,96.21,158.55,goutte-à-goutte,intégrée,1843.1,8.66,7.24,62.7
2018,Nord-Ouest,riz,grande_saison_pluies,20.61,2075.78,77.89,20.25,3.25,422.53,47.88,47.64,andosolique,6.17,4.77,115.76,33.46,136.79,aspersion,traditionnelle,1548.5,1.39,1.88,2.61
2014,Nord-Ouest,haricot,saison_sèche,25.33,1665.76,65.49,18.93,4.63,409.41,76.09,31.15,andosolique,6.76,2.98,12.42,42.74,27.3,gravitaire,biologique,1641.7,2.52,0.4,1.01
2008,Est,bananier,saison_sèche,25.64,1547.35,88.96,18.63,5.32,398.37,79.3,52.63,hydromorphe,5.39,3.76,239.33,59.89,367.11,non_irriguée,biologique,421.7,1.98,20.82,41.22
2012,Nord,arachide,saison_sèche,33.24,894.13,28.31,21.99,3.47,404.9,84.36,28.68,brun_subaride,5.7,2.99,10.92,30.8,83.71,aspersion,traditionnelle,571.8,1.11,1.58,1.75
2018,Sud-Ouest,cacaotier,saison_sèche,25.02,2588.23,86.44,12.22,4.04,424.03,43.01,36.23,volcanique,6.36,0.52,103.11,26.86,142.17,gravitaire,biologique,234.5,1.29,0.33,0.43
2013,Nord,sorgho,petite_saison_pluies,33.43,751.32,24.95,13.45,5.79,407.77,59.74,38.03,sableux,5.62,0.82,70.23,23.8,49.12,pluviale,intégrée,255.8,1.46,1.16,1.69
2000,Ouest,oignon,grande_saison_pluies,19.62,2053.86,84.69,19.71,1.96,378.86,85.15,27.6,ferrallitique_rouge,5.39,2.02,101.83,42.98,154.5,pluviale,conventionnelle,820.1,3.51,1.98,6.95
2018,Sud,bananier,petite_saison_sèche,23.39,2148.24,82.2,22.57,4.86,424.17,43.45,33.29,ferrallitique,6.23,2.76,148.63,52.45,237.61,aspersion,traditionnelle,544.7,2.73,14.5,39.59
2008,Sud,bananier,petite_saison_pluies,24.79,1742.42,85.17,21.42,4.12,396.05,36.71,43.51,ferrallitique,5.57,1.93,203.24,76.87,283.33,pluviale,intégrée,626.0,2.55,20.23,51.59
2020,Sud,café_robusta,petite_saison_sèche,24.3,1369.38,69.81,19.27,5.68,428.29,82.98,26.39,sableux_forestier,5.71,2.51,98.18,55.56,116.38,aspersion,traditionnelle,644.0,0.1,0.48,0.05
2004,Adamaoua,riz,petite_saison_sèche,16.69,1247.02,84.86,16.2,3.92,385.51,34.57,46.53,limoneux,5.82,2.87,93.12,52.97,86.62,non_irriguée,traditionnelle,982.5,3.83,2.55,9.77
2020,Nord-Ouest,haricot,petite_saison_sèche,21.7,1604.34,73.82,23.56,4.35,426.71,56.85,40.38,andosolique,5.77,2.02,10.73,38.14,73.7,aspersion,biologique,1975.7,2.93,0.48,1.41
2008,Extrême-Nord,niébé,grande_saison_pluies,31.89,527.7,37.57,15.66,4.34,398.17,65.45,32.26,sableux,6.24,2.37,18.9,31.03,35.29,goutte-à-goutte,intégrée,118.1,0.71,1.19,0.84
